CID,IsomericSMILES
10979937,CC1=C(C(=CC=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@@H](C)O
46877361,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](C([C@H](O[C@H]2O[C@H]3CC[C@@]4(C5CC[C@]6(C(C5CC=C4C3)CC7C6[C@@H](C(O7)(CC[C@@H](C)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)C)C)C)CO)O[C@H]9[C@@H]([C@H]([C@@H](O9)CO)O)O)O)O)O)O
10448938,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
25072580,CC1=CC2=CC3=C(C(=O)OC(C3=C2S1)/C=C/C=C/CCO)O
5320437,CC(=CCC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3OC)OC)O)C
46879593,C[C@@H]1CC[C@@]2([C@H]([C@]3([C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CCC6=C[C@H](CC[C@]56C)O)C)O)C)OC1
6329030,CCCCCCCCCCC(CCC)O[Si](C(C)C)C(C)C
10326741,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]3[C@H](OC[C@@H](O3)C4=CC(=C(C=C4)O)O)O[C@@H]([C@H]2OC(=O)/C=C/C5=CC(=C(C=C5)O)OC)CO)O)O)O
44597340,CC(C)C1=C(C(=O)C2=C(C1=O)C=C3[C@@]2(CCCC3(C)C)C)OC
101928778,C[C@@]1(CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O)C)C)[C@@H]2C1)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C(=O)OC
21156139,CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3OC2=C1)C)N)N)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3OC2=C1)C)N)N)CC.Cl[Zn-2](Cl)(Cl)Cl
101204873,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)C)C)C)OC1
13916278,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC)OC
198036,CCC(C)C(=O)O[C@@]12C[C@H]([C@]3([C@H]([C@@H]1C2(C)C)C=C(C[C@]4([C@H]3C=C(C4=O)C)O)COC(=O)C)O)C
102019674,C[C@]12[C@H](CCC([C@@]1(C[C@H]3[C@H]4[C@@H]2CC5=C([C@H]4C(=O)O3)C=CO5)O)(C)C)O
1140,CC1=CC=CC=C1
6452640,C[C@H]1[C@@H]2CCC3=C([C@]2(CC[C@@H]1O)C)CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)C
46879743,COC1=CC(=CC(=C1)C2=CC=C(C=C2)O)OC
4485351,C1CCN(CCCNC(=O)CC(NC1)C2=CC=CC=C2)C(=O)C3=CC=CC=C3
5321411,C[C@H]1[C@@H](C[C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](C([C@H](O[C@H]3OC4CC(C5CCC6(C(C5(C4)C)CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)(C)CO)C(=O)O)O)O)CO)O)O)O)O
73110002,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)COC1C(C(C(C(O1)CO)O)O)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)O)O
20056145,CC(=O)O[C@H]1CC[C@]2([C@@H]3[C@H](C[C@@H]4C[C@@]3([C@H]([C@@H]([C@@H]2C1(C)C)OC(=O)C)OC(=O)C)[C@@H](C4=C)O)O)C
69381,CC1CCNCC1
15226199,CC(=O)O[C@H]1C[C@@H](C(=C)[C@@H]2[C@@]1([C@H]([C@@H]([C@@]3([C@]4(CO[C@@]3(C(=O)C[C@H]4[C@H]2OC(=O)C)C)C)O)OC(=O)C)OC(=O)C)COC(=O)C5=CC=CC=C5)OC(=O)/C=C/C6=CC=CC=C6
46853220,CC1(C2CCC1([C@@H](C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O)C)C
10454005,CC(=O)O[C@H]1C[C@@]2(C[C@]3([C@@H]1[C@@]45CO[C@@]3(C[C@@H]4C(CC[C@H]5O)(C)C)O)C(=O)C2=C)O
5316012,CC(=CCC/C(=C/COC1=C(C2=C(C=C1)C=CC(=O)O2)OC)/C)C
442218,COC1=C(C=C2CCN3CC=C4[C@]3(C2=C1)C[C@H](C=C4)O)O
588284,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)CO)C)C)C)C)C
11068649,C1[C@@H]2[C@H](OC[C@@]2([C@@H](O1)C3=CC4=C(C=C3)OCO4)O)C5=CC6=C(C=C5)OCO6
134715084,C[C@@H]1[C@@H](C(O[C@H]1C2=CC3=C(C=C2)OCO3)C4=CC(=C(C=C4)OC)OC)C
168849,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)OC)O)O)O)O)O)O
21414,CCCCCCCCCCC(CCCCCCCC)CO
11310764,C[C@@H]1CCC(=O)C[C@@H]([C@H](CC(=O)O1)O)OC
71728343,COC1=CC=C(C=C1)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)[C@H]4[C@@H](OC5=CC(=CC(=C5C4=O)O)O)C6=CC=C(C=C6)OC
10931630,CC1([C@@H]2C[C@H]1C(=C)[C@@H](C2)O)C
11673107,C/C(=C\CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/C(=O)O
6711551,CC1C[C@]2(CC(C(=O)O2)C)OC3C1[C@]4(CC[C@@]56C[C@@]5(C(CCC6C4(C3)C)C(C)(C)O)CCC(=O)OC)C
6713078,C[C@@H]1CC[C@@H]2[C@]13CC[C@]([C@H](C3)C2(C)C)(C)O
3034394,C[C@]12CCCC([C@@H]1CCC(=C)[C@@H]2CC[C@](C)(C=C)O)(C)C
14562696,C[C@H]1CCCCCCCC2=C(C(=CC(=C2)O)OC)C(=O)O1
160270,CC1=C2C3=C(C=C(OC3=CC1=O)C4=CC=CC=C4)C5=C6C(=C(C=C5O2)OC)CC[C@H](O6)C7=CC=CC=C7
9536,CCCCCCCCC(=O)CF
101024592,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2OC)O[C@H]3CC[C@@]4([C@H]5C[C@H]([C@@]6([C@@H](CC[C@@]6([C@@]5(CC=C4C3)O)O)C(=O)C)C)OC(=O)C7=CN=CC=C7)C)C)O)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9C[C@H]([C@@H]([C@H](O9)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC)O
44582751,C/C=C(/CO)\C(=O)O[C@@H]1C/C(=C/[C@H](C/C(=C/[C@@H]2[C@@H]1C(=C)C(=O)O2)/C)O)/C
10100614,C[C@@H]1C[C@@H]2[C@H](O[C@]3([C@H]1[C@]4([C@@H](C[C@@]56C[C@@]57CC[C@@H](C([C@@H]7CC[C@H]6[C@@]4([C@H]3O)C)(C)C)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O)O)O)C)O2)C(C)(C)O
5319847,C[C@@]1(C[C@H](C2C1C(OC(C2)OC)OC)OC)O
71586973,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC.Cl
442987,C[C@H]1CC[C@H]2[C@@]([C@@H]3[C@@H](CN2C1)[C@@H]4C[C@@]56[C@H]([C@@]4([C@H]([C@@H]3O)O)O)CC[C@H]7[C@@]5(CC[C@@H]([C@]7(O6)O)O)C)(C)O
5319972,CC1=CC2=C(C(=CC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=C1C(=O)C)O
4481797,COC1=C(C=CC(=C1)C2C(C3=C(O2)C(=CC(=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)O)CO)O
5320060,C1=CC(=CC=C1[C@@H]2[C@@H](C(=O)C3=C(C=C(C=C3O2)O)O)[C@H]4[C@H](OC5=CC(=CC(=C5C4=O)O)O)C6=CC=C(C=C6)O)O
21121497,C[C@H](CC(=O)C[C@@H](C)C(=O)O)[C@H]1CC(=O)[C@@]2([C@@]1(C(=O)C(=O)C3=C2C(=O)C[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C
15233695,CC(=CCC/C(=C/CC1=C(C(=CC(=C1O)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)CC=C(C)C)O)/C)C
185954,CN1CCC2=CC(=C(C=C2C13C(C4=C(C3O)C5=C(C=C4)OCO5)O)OC)OC
119908,CCCCCCCCCCCCC(=O)OCC
9973411,CC(=CCC1=C(C=CC2=C1OC3=C2COC4=C3C=CC(=C4)O)O)C
10995564,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)/C=C/C4=CC=C(C=C4)O)O)O)O)C5=CC(=C(C=C5)O)O
6931410,C1=CC=C(C(=C1)CO)O[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O
101035468,C[C@@H]1[C@H]2C3=CC[C@H]4[C@]([C@@]3(CC[C@]2(CCC1=C)C(=O)O)C)(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)C)C
77916057,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(O8)CO)O)O)O)O)C)C)C2C1)C)C(=O)O)C
49770696,C1=CC(=C(C(=C1/C=C\C(=O)O)CC(=O)O)O)O
11033408,CC(C)C1=CC2=C(C=C1)[C@]3(CC[C@@](C(=C)[C@@H]3CC2)(C)O)C
5320619,CC1=CC(C(CC1)C(C)C)C2=CC(=CC(=C2O)C3=CC(=C(C=C3)O)CC=C)CC=C
5315219,CC[C@@]1(CN2CCC34[C@@H]1C(C2)C[C@@](C3=NC5=CC=CC=C45)(C6=C(C=C7C(=C6)[C@]89CCN1[C@H]8[C@@](C=CC1)([C@H]([C@@]([C@@H]9N7C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
5866,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
23304371,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3(C4CC[C@@]5(C(CC[C@@]5(C4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)CO)O)O[C@H]7[C@@H]([C@@H]([C@@H](CO7)O)O)O
6432562,CCC(=O)O[C@H]1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
78407241,C1=CC=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O
11968604,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2CC[C@]3(C([C@]2(C)CO)CC[C@@]4(C3[C@@H](C=C5[C@]4(C[C@H](C6(C5CC(CC6)(C)C)CO)O)C)O)C)C)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O
12305303,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)O)OC)O)OC
12111779,CC1(C=CC2=C(O1)C=C(C3=C2N(C4=C(C3=O)C=CC(=C4OCC5(C=CC6=C(O5)C=C(C7=C6N(C8=C(C7=O)C=CC=C8O)C)O)C)O)C)O)C
5321680,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C)O
11096,CN1C2CCCC1CC(=O)C2
101635263,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O
442665,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C2=C3C(=C(C(=C2O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O
10900865,C1=CC(=CC=C1CCCC2=C(C=C(C=C2)O)O)O
853473,C1=CC=C(C=C1)C[C@H](C(=O)OCC2=CC=CC=C2)N
5281507,C[C@@H]1[C@](O1)(C)C(=O)O[C@@H]2C/C(=C/C[C@@H](/C(=C/[C@H]3[C@@H]2C(=C)C(=O)O3)/C)OC(=O)C)/C
6381428,C/C/1=C\C2C(C(CC3=CC(C1)OC3=O)OC(=O)C(=C)C)C(=C)C(=O)O2
17751015,CCCCCCCCCCCCCCCC(=O)O[C@H]1CC(=C(C(C1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C)/C)/C)C
6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21
56841093,C[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4C[C@H]([C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)O)C=O)O)O)O
24883570,CCN1C[C@@]2(CCC(C34C2C(C(C31)[C@]5(C[C@@H](C6CC4C5C6OC(=O)C)OC)O)OC)O)COC
29131,[Cr+6]
10793085,COC1=C(C(=C(C(=C1)O)[C@@H](/C=C/C[C@H](CCC2=CC=CC=C2)O)C3=CC=C(C=C3)O)O)C(=O)/C=C/C4=CC=C(C=C4)O
443915,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O)O)O)O
5323589,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C=CC(=C3C2=O)CCC(C)(C)O)O)O)C
6440418,CCCCCC(/C=C\C=C/C/C=C\C/C=C/CCCC(=O)O)OO
101189142,COC(=O)C1=CO[C@H]([C@@H]([C@@H]1CCN[C@@H](CC2=CC=CC=C2)C(=O)O)C=C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
101731,CC1CCC2=C1CC3CCC2(C3(C)C)C
5281764,C1=CC(=C(C=C1/C=C/C(=O)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/C2=CC(=C(C=C2)O)O)C(=O)O)O)O
10046140,CC(=CCC1=C2C(=CC(=C1O)O)C(=O)C3=C(C4=C(C=C3O2)OC(C=C4)(C)C)O)C
25201828,C([C@@H](C(=O)[O-])[NH3+])NC(=O)C(=O)[O-]
442027,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)O
9938674,CC(=CC[C@H]1C[C@]2(C(=O)/C(=C(/C3=CC(=C(C=C3)O)O)\O)/C(=O)[C@](C2=O)(C1(C)C)CC=C(C)C)C[C@@H](CCC(=C)C)C(=C)C)C
10885755,CCCC(=O)OC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC(=O)CCC)OC)OC
14986,CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O
22288010,CC(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC=C(C3=O)C4=CC=C(C=C4)O)O)O)O)O
101035913,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4C[C@H]([C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)C)O)C)C)OC1
21123609,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5([C@@H](C[C@@H](C6)O)O)C)C)C)OC1
139583540,CC(CC(=O)CC(C)C(=O)O)[C@H]1CC(=O)C2(C1(C(=O)C(=O)C3=C2C(=O)C[C@@H]4C3(CCC(=O)C4(C)C)C)C)C
384525,CC1=C(C=CC(=C1)C2=NC3=CC=CC=C3S2)N
1493936,CC1(C[C@H]2[C@H]1CCC(=C)[C@H](CCC2=O)O)C
73157771,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)OC)O)O)O)O)O
138991573,C1[C@@H]2[C@@H]3[C@@H]([C@@H]([C@@H](O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O
24439,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2]
21636278,COC(=O)C1C(OC2=C(C=CC(=C12)/C=C/C(=O)OC(CC3=CC(=C(C=C3)O)O)C(=O)OC)O)C4=CC(=C(C=C4)O)O
102093310,C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O)O)O)O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)C)C)OC1(CC[C@H](C)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
10478619,C[C@@H]1CC2=CC(=C(C(=C2C3=C(C4=C(C=C3[C@@H]([C@@H]1C)OC(=O)C)OCO4)OC)O)OC)OC
442159,CC[C@H]1CN2CCC3=C(C(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=C(CCN4)C6=CC=CC=C6N5)OC)OC)O
626522,COC1=CC2=C(C=C1)C3=C(CN4CCCC4C3O)C5=CC(=C(C=C52)O)OC
44256913,C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H](C(C([C@@H](O2)OC3=CC(=CC(=C3O)O[C@H]4C(C([C@@H]([C@H](O4)COC(=O)/C=C/C5=CC=C(C=C5)O)O)O)O)C6=[O+]C7=CC(=CC(=C7C=C6O[C@H]8C(C([C@@H](C(O8)CO)O)O)O)O)O[C@H]9C([C@H]([C@@H](C(O9)CO)O)O)O)O)O)O)O
138578,CC(=C1CCCCC1)C
545130,CCC(C)C(=O)OC1=C(C=C(C=C1)OC)C2C(O2)C
231,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
131751509,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O
5316706,CC1CC(=O)C2=C(O1)C(=C(C(=C2O)CC=C(C)C)O)C
25203731,CC(C)C1=CC2=C(C=C1)[C@]3(CCC[C@@](C3CC2)(C)C(=O)[O-])C
101536711,CC(=O)O[C@H]1C(=C)[C@@H]2C[C@H]([C@H]([C@]1(C2)C=O)[C@]34CCCC([C@H]3[C@H](OC4)O)(C)C)O
107848,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
5364660,CCCCCC/C(=C/CCCCC)/C
15060793,C[C@H]1C(=O)O[C@@H]2[C@@]1([C@H]([C@@H]3[C@@]([C@H](CCC(=C)[C@@H]2Cl)OC(=O)C)([C@H]([C@H]([C@H]([C@]34CO4)OC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C)O
12306160,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCC(=O)C5(C)C)C)C)[C@@H]1CC(CC2)(C)C)C
1781413,CC(=CCC/C(=C/CC/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)/C)C
5316459,C1CC2CN3C(=C4C2N(C1)CCC4)CCCC3=O
70697881,C[C@@H]1C[C@@H]2[C@H](O[C@]3([C@H]1[C@]4(CC[C@@]56C[C@@]57CC[C@@H](C([C@@H]7CC[C@H]6[C@@]4([C@H]3O)C)(C)C)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O)O)C)O2)C(C)(C)OC
442509,CCCC=C1C2=C(C(=CC=C2)O)C(=O)O1
25203706,CC1=CC2=C(C(=C1)[O-])C(=O)C3=C(C2=O)C=C(C=C3OC)O
12309452,CC(=C1CC[C@]([C@H](C1)C(=C)C)(C)C=C)C
21579239,COC1=CC=CC2=C1N[C@]34[C@]25CCN6[C@H]5[C@@](CC3)(C=CC6)C=C4C(=O)OC
101731089,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H](CO[C@H]2O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6[C@@H](C(CC7)(C)C)O)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)C)C)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
122118,C[C@]12CC[C@H](C1(C)C)CC2OC(=O)N[C@](C)(CC3CNC4=CC=CC=C34)C(=O)NC[C@@H](C5=CC=CC=C5)NC(=O)CCC(=O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
449242,C1=CC(=CC=C1COP(=O)(CCCC(=O)NCC(=O)O)O)[N+](=O)[O-]
73981696,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)CO)O)O)O
11730725,C1=CC(=C(C=C1/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O
115247,CN1C[C@@](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)(CO)O
527428,CC1=CCC(CC1)(C(=C)C)O
101293644,CC1=CCCC2=C([C@H](CC1)[C@H](C)CCC=C(C)C)C(=O)OC2
6325650,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)OC2=C(C=C3C4=C2OC(=O)C5=CC(=C(C(=C54)OC3=O)OC)O)O)O)O)OC(=O)C
10007411,C1=CC(=C(C=C1/C(=C\2/OC3=C(C2=O)C=CC(=C3)O)/C(=C/4\OC5=C(C4=O)C=CC(=C5)O)/C6=CC(=C(C=C6)O)O)O)O
53477678,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2CC=C4[C@@]3(CC[C@H](C4)O)C)C
191996,COC1=C(C=C(C(=C1OC)N)CO)Cl
10318595,C1CN(CCN1CCC(C2=CC=CC=C2)C3=CC=CC=C3)C(C#N)C4=CN=CC=C4
11435962,CC(C)C1=CC[C@]2([C@@H](CCC(=C)[C@@H]2C1)O)C
5319742,CC1=C(C(=C2C(=C1O)C(=O)C(CO2)CC3=CC=C(C=C3)OC)C)O
11061423,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)OC)O
11812750,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@H]([C@@]([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)CO)O)C)C(=O)O
9844520,C[C@H]1CC2[C@H]([C@H]([C@@]3(O2)CCC4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1
609342,CC1(CCC2(CCC3(C(C2=C1)CCC4C3(CCC5C4(CCCC5(C)C)C)C)C)C)C
101273946,C/C=C/C1=CC2=C(C=C1)O[C@@H]([C@@H](O2)C3=C(C=C(C=C3)O)O)C
21579142,COC1=CC(=CC(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC)C(=O)OC
441773,COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O
5319697,COC1=CC2=CC(=C1OC)OC3=CC=C(CCC(=O)O[C@@H]4C[C@@H]2N5CCCCC5C4)C=C3
10877664,CC(=C)C1CC2=C(O1)C=C(C=C2)O
197989,C[C@@H]1[C@H]([C@H](C[C@H](O1)O[C@@H]2[C@H](O[C@@H](C[C@@H]2O[C@@H]3C[C@@H]([C@@H]([C@H](O3)C)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5CC[C@]6([C@@H](C5)CC[C@@H]7[C@@H]6CC[C@]8(C7(CC[C@@H]8C9=CC(=O)OC9)O)C)C)C)O)O
129633560,C1=C(C=C(C(=C1O)O)O)C(=O)C([C@H]([C@H]([C@]([C@H](C=O)O)(C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O)O
137795128,CC1C(C(C(C(O1)OC2C(C(COC2OC3CC[C@]4([C@@H]([C@]3(C)CO)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@@H]6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O
10139,C1=CC(=CC=C1C(C2=CC=C(C=C2)F)C(Cl)(Cl)Cl)F
5318716,CC1=C2C=C3CC[C@H]4[C@]([C@@H]3C[C@H]2OC1=O)(CCCC4(C)C)C
